tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
rHand 0.0962112 1.49136 0.811787 -0.580065 -0.774627 0.199083 0.154411 1.06792
rForeArm -0.0122964 1.53347 0.445619 0.569914 0.493174 -0.409216 0.514315 1.06792
lFoot -0.0825733 0.0699825 -0.245239 0.109139 0.134228 -0.84206 0.510887 1.06792
rFoot -0.0856748 0.0452691 0.0159171 0.850089 0.516136 -0.0149281 0.103585 1.06792
head 0.0842308 1.74362 -0.0929062 0.0242944 -0.676432 0.0198682 0.735836 1.06792
hip -0.0534222 1.10069 0.0702698 0.739971 0.653775 0.0576 0.147325 1.06792
lHand -0.0350738 1.57089 -1.02392 0.227809 -0.0545232 -0.635399 0.735798 1.06792
lForeArm -0.0887892 1.58533 -0.675201 0.274076 0.638904 -0.506368 0.510172 1.06792
rHand 0.0983094 1.49077 0.811656 -0.578929 -0.774957 0.199522 0.156443 1.06792
rForeArm -0.0129545 1.5324 0.443471 0.56959 0.493917 -0.40903 0.514109 1.06792
lFoot -0.082674 0.0707887 -0.245689 0.109742 0.133244 -0.842324 0.510582 1.06792
rFoot -0.0854853 0.0453229 0.0158556 0.85125 0.514271 -0.0166083 0.103068 1.06792
head 0.0844963 1.74347 -0.0929532 0.0239574 -0.676198 0.0201555 0.736054 1.06792
hip -0.0538188 1.10093 0.071032 0.739716 0.654344 0.0549292 0.147094 1.06792
lHand -0.0351049 1.56953 -1.02361 0.227647 -0.0546935 -0.635856 0.73544 1.06792
lForeArm -0.0889792 1.58409 -0.674811 0.276139 0.637941 -0.507646 0.508993 1.06792
rHand 0.100357 1.49007 0.811304 -0.576487 -0.776356 0.200303 0.157521 1.06792
rForeArm -0.0121849 1.5317 0.443531 0.569068 0.49491 -0.409368 0.513462 1.06792
lFoot -0.0827373 0.0703449 -0.245951 0.111078 0.132833 -0.84237 0.510323 1.06792
rFoot -0.0852739 0.0455589 0.0158801 0.852506 0.512246 -0.0180775 0.102523 1.06792
head 0.0848134 1.74333 -0.0930324 0.0235056 -0.675928 0.020323 0.736313 1.06792
hip -0.0544782 1.10074 0.071666 0.739224 0.655121 0.0532862 0.146718 1.06792
lHand -0.0352738 1.56788 -1.02324 0.228154 -0.0547733 -0.635867 0.735268 1.06792
lForeArm -0.0892868 1.58296 -0.674728 0.277641 0.636517 -0.509324 0.508283 1.06792
rHand 0.102544 1.48932 0.811189 -0.574898 -0.77727 0.201539 0.157245 1.06792
rForeArm -0.009745 1.53051 0.445781 0.567579 0.496942 -0.409959 0.512676 1.06792
lFoot -0.0829176 0.0707783 -0.246339 0.111916 0.131374 -0.842549 0.510222 1.06792
rFoot -0.0851419 0.0458382 0.0158203 0.853731 0.510257 -0.0201116 0.101866 1.06792
head 0.0851879 1.74311 -0.0930336 0.0230569 -0.67552 0.0203695 0.736699 1.06792
hip -0.0554113 1.10065 0.0723665 0.73861 0.655938 0.0524171 0.14647 1.06792
lHand -0.0351233 1.56576 -1.02273 0.22898 -0.0550837 -0.635819 0.73503 1.06792
lForeArm -0.089565 1.58048 -0.674409 0.281048 0.634739 -0.511707 0.506236 1.06792
rHand 0.10491 1.48825 0.811142 -0.573628 -0.77814 0.203169 0.155469 1.06792
rForeArm -0.0100483 1.52842 0.4439 0.565967 0.498486 -0.411183 0.511979 1.06792
lFoot -0.0825224 0.0706456 -0.246622 0.113328 0.129156 -0.843053 0.509645 1.06792
rFoot -0.0848691 0.0460991 0.0157897 0.855195 0.507975 -0.0228213 0.100406 1.06792
head 0.0855858 1.74287 -0.0930529 0.022483 -0.675133 0.0204246 0.73707 1.06792
hip -0.056475 1.10066 0.0732071 0.737754 0.656741 0.051412 0.147538 1.06792
lHand -0.03478 1.56325 -1.02209 0.229984 -0.055448 -0.634925 0.735461 1.06792
lForeArm -0.0898001 1.57843 -0.673928 0.284173 0.632987 -0.513697 0.504667 1.06792
rHand 0.107477 1.48689 0.811049 -0.570461 -0.780442 0.205866 0.152 1.06792
rForeArm -0.00918198 1.52542 0.443852 0.563758 0.500562 -0.413257 0.510719 1.06792
lFoot -0.0826026 0.0699309 -0.247628 0.115112 0.126745 -0.843215 0.509582 1.06792
rFoot -0.0845833 0.0464983 0.0159504 0.857423 0.50455 -0.0274251 0.0974833 1.06792
head 0.0860587 1.74265 -0.0930903 0.0216176 -0.674754 0.0202271 0.737449 1.06792
hip -0.0577514 1.10061 0.0741284 0.738052 0.656059 0.0492875 0.149787 1.06792
lHand -0.0344558 1.56083 -1.02152 0.231273 -0.0555472 -0.632931 0.736767 1.06792
lForeArm -0.0901394 1.57517 -0.673378 0.287767 0.630605 -0.516269 0.502986 1.06792
rHand 0.110001 1.48546 0.810986 -0.566309 -0.78324 0.209418 0.148236 1.06792
rForeArm -0.00665343 1.52285 0.44641 0.562377 0.503057 -0.415766 0.507743 1.06792
lFoot -0.0822438 0.0697864 -0.248164 0.116187 0.12448 -0.843758 0.508996 1.06792
rFoot -0.0839558 0.0469304 0.0163465 0.859864 0.501023 -0.0344256 0.0917806 1.06792
head 0.0865482 1.74246 -0.0930116 0.0205242 -0.674415 0.0201342 0.737792 1.06792
hip -0.0594188 1.1008 0.0752406 0.738368 0.655498 0.0470638 0.151394 1.06792
lHand -0.0341374 1.55743 -1.02062 0.234379 -0.054807 -0.62818 0.7399 1.06792
lForeArm -0.0910265 1.57255 -0.673202 0.290851 0.628072 -0.518922 0.501649 1.06792
rHand 0.113009 1.48354 0.810513 -0.558752 -0.788007 0.216511 0.141298 1.06792
rForeArm -0.00736058 1.51922 0.444287 0.562194 0.505148 -0.418017 0.504009 1.06792
lFoot -0.0819745 0.070116 -0.249192 0.117426 0.12122 -0.844286 0.508624 1.06792
rFoot -0.08354 0.0473619 0.0169923 0.861818 0.498231 -0.0408312 0.0858385 1.06792
head 0.0870901 1.74227 -0.093003 0.0188527 -0.673993 0.0197645 0.738233 1.06792
hip -0.0615766 1.10105 0.0765147 0.739941 0.652972 0.0446377 0.155318 1.06792
lHand -0.0338299 1.55366 -1.01963 0.239369 -0.0535862 -0.621448 0.744066 1.06792
lForeArm -0.0920858 1.5687 -0.672814 0.288033 0.626303 -0.521177 0.503146 1.06792
rHand 0.116339 1.4815 0.810298 -0.551851 -0.79174 0.223407 0.136738 1.06792
rForeArm -0.0060451 1.51551 0.444911 0.565797 0.508504 -0.416069 0.498181 1.06792
lFoot -0.0814568 0.0698968 -0.250569 0.121159 0.117248 -0.845184 0.507185 1.06792
rFoot -0.0829988 0.0480055 0.0180707 0.864559 0.494162 -0.0509592 0.075789 1.06792
head 0.0878603 1.74189 -0.092931 0.0174554 -0.673519 0.0195383 0.738705 1.06792
hip -0.0635929 1.10113 0.0773964 0.74257 0.649651 0.0421701 0.157369 1.06792
lHand -0.0336468 1.54974 -1.01878 0.24229 -0.0531812 -0.616568 0.747202 1.06792
lForeArm -0.0927391 1.56578 -0.67259 0.286455 0.623608 -0.524297 0.504151 1.06792
rHand 0.120322 1.47674 0.80936 -0.54228 -0.795626 0.231334 0.13927 1.06792
rForeArm -0.00262713 1.513 0.44793 0.568239 0.511705 -0.412586 0.49501 1.06792
lFoot -0.0809057 0.0699691 -0.250771 0.12383 0.115379 -0.845136 0.507049 1.06792
rFoot -0.0818467 0.0490456 0.01929 0.867031 0.490024 -0.063624 0.0639231 1.06792
head 0.0885768 1.7412 -0.0926769 0.016064 -0.672767 0.0193929 0.739426 1.06792
hip -0.065884 1.10116 0.0785139 0.744859 0.646787 0.040346 0.158818 1.06792
lHand -0.033917 1.54382 -1.01735 0.243261 -0.0552524 -0.612658 0.749948 1.06792
lForeArm -0.0940006 1.5622 -0.671974 0.283972 0.620812 -0.527009 0.506176 1.06792
rHand 0.123312 1.4725 0.808343 -0.535596 -0.79862 0.233256 0.144689 1.06792
rForeArm -0.00230658 1.50926 0.446357 0.56951 0.514241 -0.410154 0.492939 1.06792
lFoot -0.0807095 0.070489 -0.249935 0.124342 0.116356 -0.845567 0.505982 1.06792
rFoot -0.0811712 0.0499883 0.0208492 0.867891 0.488599 -0.0712712 0.054379 1.06792
