tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lForeArm -0.215734 1.55235 -0.435252 0.441721 0.535576 -0.392278 0.603455 1.04363
rHand -0.235519 1.52679 1.05357 0.610784 0.781703 -0.101468 0.0747509 1.04363
rForeArm -0.230256 1.54561 0.666291 0.440466 0.564758 -0.432897 0.547393 1.04363
lFoot -0.20001 0.0608685 -0.126653 0.121107 0.0890895 -0.840509 0.52052 1.04363
rFoot -0.201375 0.0272386 0.284409 0.817004 0.566271 0.0226176 0.106441 1.04363
head -0.104563 1.73229 0.13165 0.0773573 -0.70379 0.0676342 0.702938 1.04363
hip -0.213516 1.05889 0.27833 0.563087 0.80111 0.0299503 0.200648 1.04363
lHand -0.165687 1.53089 -0.827437 0.11143 0.023941 -0.648417 0.752706 1.04363
lForeArm -0.215934 1.55139 -0.43545 0.444418 0.533584 -0.393114 0.602696 1.04363
rHand -0.233356 1.52549 1.05372 0.613263 0.77983 -0.102571 0.0724693 1.04363
rForeArm -0.229877 1.54351 0.666387 0.443509 0.563785 -0.437837 0.541982 1.04363
lFoot -0.199727 0.0605159 -0.12626 0.121476 0.0890678 -0.840774 0.520009 1.04363
rFoot -0.201575 0.0271982 0.284496 0.816884 0.566436 0.0227431 0.106459 1.04363
head -0.10421 1.73226 0.131533 0.0767102 -0.703493 0.0674779 0.703321 1.04363
hip -0.213717 1.05871 0.277976 0.563055 0.801161 0.0305022 0.200446 1.04363
lHand -0.164525 1.53074 -0.82724 0.114086 0.024237 -0.648936 0.751851 1.04363
lForeArm -0.216229 1.55033 -0.435716 0.446856 0.531736 -0.393934 0.601991 1.04363
rHand -0.230056 1.52359 1.05365 0.617308 0.776515 -0.105999 0.0687068 1.04363
rForeArm -0.229644 1.54185 0.666157 0.44588 0.563141 -0.441711 0.537545 1.04363
lFoot -0.199442 0.0601624 -0.125865 0.121846 0.0890458 -0.84104 0.519496 1.04363
rFoot -0.201574 0.0270921 0.2845 0.816794 0.566556 0.0229239 0.106472 1.04363
head -0.103988 1.73226 0.131082 0.0762053 -0.703081 0.0672215 0.703812 1.04363
hip -0.213964 1.05859 0.277604 0.562931 0.801257 0.030951 0.200347 1.04363
lHand -0.163074 1.53082 -0.827488 0.118534 0.0239445 -0.647939 0.752032 1.04363
lForeArm -0.216468 1.54933 -0.435783 0.447749 0.530855 -0.393767 0.602214 1.04363
rHand -0.226444 1.52191 1.05335 0.62032 0.773769 -0.110441 0.0654743 1.04363
rForeArm -0.229217 1.54014 0.66618 0.448926 0.562364 -0.445789 0.532432 1.04363
lFoot -0.199158 0.0598092 -0.125471 0.122216 0.0890239 -0.841305 0.518984 1.04363
rFoot -0.201543 0.0270985 0.284536 0.816761 0.566601 0.0230225 0.106466 1.04363
head -0.103729 1.73223 0.130349 0.0756241 -0.702654 0.0670742 0.704315 1.04363
hip -0.214101 1.0585 0.277024 0.562975 0.801336 0.031373 0.19984 1.04363
lHand -0.161521 1.53058 -0.827489 0.12301 0.0231422 -0.646297 0.75275 1.04363
lForeArm -0.216694 1.54808 -0.436021 0.448515 0.529948 -0.393826 0.602404 1.04363
rHand -0.221853 1.5194 1.05251 0.623156 0.77094 -0.117006 0.0603143 1.04363
rForeArm -0.228808 1.53725 0.665742 0.45295 0.561157 -0.451443 0.525488 1.04363
lFoot -0.198489 0.0592755 -0.125079 0.121446 0.0895899 -0.841673 0.51847 1.04363
rFoot -0.201364 0.0270681 0.284358 0.816807 0.566532 0.0228177 0.106528 1.04363
head -0.103177 1.73234 0.130173 0.0751346 -0.702141 0.0667984 0.704905 1.04363
hip -0.214416 1.05853 0.276544 0.562959 0.801445 0.0315889 0.19941 1.04363
lHand -0.160161 1.53011 -0.827362 0.126722 0.0230661 -0.645233 0.753049 1.04363
lForeArm -0.217282 1.54623 -0.436634 0.449191 0.528614 -0.393557 0.603248 1.04363
rHand -0.216349 1.51612 1.05161 0.625519 0.768549 -0.123399 0.0532148 1.04363
rForeArm -0.228727 1.53451 0.665248 0.456628 0.559606 -0.458155 0.518098 1.04363
lFoot -0.198081 0.0587629 -0.12465 0.121029 0.0893075 -0.842032 0.518034 1.04363
rFoot -0.201497 0.0271733 0.28418 0.816681 0.566699 0.0227618 0.106612 1.04363
head -0.10288 1.73232 0.129676 0.0745834 -0.701669 0.0665438 0.705458 1.04363
hip -0.21467 1.05849 0.276158 0.563215 0.801456 0.0317261 0.198624 1.04363
lHand -0.158991 1.52923 -0.827727 0.129327 0.0231181 -0.643881 0.753762 1.04363
lForeArm -0.217525 1.54515 -0.436839 0.449873 0.52775 -0.393416 0.603587 1.04363
rHand -0.212689 1.51375 1.05148 0.627323 0.766805 -0.126906 0.048693 1.04363
rForeArm -0.228408 1.53221 0.665136 0.459014 0.558875 -0.462571 0.512829 1.04363
lFoot -0.197758 0.0583912 -0.124283 0.121141 0.0892954 -0.842298 0.517577 1.04363
rFoot -0.201308 0.0274479 0.284365 0.816733 0.566586 0.0228085 0.106804 1.04363
head -0.102566 1.73225 0.12882 0.0738442 -0.700979 0.0663397 0.70624 1.04363
hip -0.214915 1.05851 0.275706 0.56372 0.801228 0.031978 0.198069 1.04363
lHand -0.157629 1.52745 -0.828067 0.129963 0.0233847 -0.643234 0.754197 1.04363
lForeArm -0.217827 1.54282 -0.437332 0.451071 0.525637 -0.392891 0.604878 1.04363
rHand -0.207061 1.5091 1.05083 0.626823 0.767087 -0.130788 0.0395578 1.04363
rForeArm -0.228054 1.52893 0.664778 0.458698 0.560236 -0.466475 0.508068 1.04363
lFoot -0.197387 0.0579649 -0.123861 0.12127 0.0892815 -0.842603 0.517052 1.04363
rFoot -0.201214 0.0275731 0.284061 0.816733 0.566579 0.0227588 0.106849 1.04363
head -0.102062 1.73231 0.128483 0.0730414 -0.700537 0.0663017 0.706765 1.04363
hip -0.21521 1.05847 0.275345 0.563873 0.801142 0.0321414 0.197955 1.04363
lHand -0.156477 1.52591 -0.828142 0.130573 0.0234232 -0.643131 0.754178 1.04363
lForeArm -0.218388 1.54063 -0.437848 0.453943 0.522272 -0.393506 0.605244 1.04363
rHand -0.201692 1.50384 1.04999 0.624517 0.769215 -0.131705 0.0306533 1.04363
rForeArm -0.22786 1.52592 0.664341 0.457574 0.562043 -0.470295 0.503545 1.04363
lFoot -0.197047 0.0575745 -0.123475 0.121387 0.0892687 -0.842882 0.516571 1.04363
rFoot -0.201229 0.0275719 0.284016 0.816672 0.566631 0.0227405 0.107043 1.04363
head -0.101674 1.73224 0.127911 0.0720096 -0.699867 0.0661765 0.707546 1.04363
hip -0.215469 1.05852 0.274942 0.564418 0.800807 0.0317514 0.197818 1.04363
lHand -0.155354 1.5236 -0.828477 0.130452 0.0229625 -0.643851 0.753599 1.04363
lForeArm -0.218819 1.53807 -0.438095 0.457934 0.51837 -0.394274 0.605093 1.04363
rHand -0.195814 1.49698 1.04862 0.620284 0.773606 -0.127626 0.0221758 1.04363
rForeArm -0.227708 1.52208 0.663762 0.455881 0.564606 -0.474813 0.49794 1.04363
lFoot -0.19805 0.0585591 -0.124667 0.119062 0.0869137 -0.842745 0.517737 1.04363
rFoot -0.201224 0.0275986 0.283919 0.816696 0.566569 0.0228154 0.107177 1.04363
head -0.101303 1.73213 0.127069 0.0707648 -0.699174 0.0658647 0.708385 1.04363
hip -0.215742 1.05867 0.274649 0.565083 0.800562 0.0314979 0.196953 1.04363
lHand -0.153411 1.52129 -0.828381 0.131596 0.0220323 -0.645331 0.75216 1.04363
lForeArm -0.219203 1.53474 -0.438112 0.463787 0.513462 -0.395558 0.60398 1.04363
rHand -0.189543 1.48981 1.04785 0.615322 0.778441 -0.123149 0.0155954 1.04363
rForeArm -0.227243 1.51681 0.662855 0.453233 0.567625 -0.480494 0.491433 1.04363
lFoot -0.197725 0.0580646 -0.124282 0.118584 0.0863853 -0.8429 0.517683 1.04363
rFoot -0.201453 0.0276278 0.284101 0.816664 0.566593 0.0229752 0.107259 1.04363
head -0.100881 1.73213 0.12658 0.0696924 -0.698643 0.065407 0.709057 1.04363
hip -0.216114 1.05872 0.27428 0.565776 0.800049 0.0314918 0.197046 1.04363
lHand -0.151225 1.51906 -0.827921 0.133586 0.0215353 -0.646905 0.750469 1.04363
lForeArm -0.219782 1.53184 -0.438281 0.469927 0.508266 -0.397458 0.60238 1.04363
rHand -0.184274 1.48379 1.04619 0.610565 0.782576 -0.121187 0.00993205 1.04363
rForeArm -0.226699 1.51282 0.662087 0.454383 0.567493 -0.488353 0.482699 1.04363
lFoot -0.197436 0.0576442 -0.12395 0.118325 0.0860587 -0.843118 0.517441 1.04363
rFoot -0.201524 0.0277209 0.283981 0.816644 0.566612 0.0229417 0.107322 1.04363
head -0.100405 1.73207 0.125928 0.0686243 -0.698174 0.0648573 0.709674 1.04363
hip -0.216409 1.05882 0.273874 0.56648 0.799637 0.0314444 0.196701 1.04363
lHand -0.148885 1.51656 -0.827782 0.136747 0.021062 -0.648831 0.748248 1.04363
lForeArm -0.220345 1.52881 -0.438433 0.475909 0.503033 -0.399405 0.600786 1.04363
rHand -0.177316 1.47647 1.04489 0.6071 0.785425 -0.120533 0.00288871 1.04363
rForeArm -0.226151 1.50825 0.661169 0.457033 0.566596 -0.497825 0.471444 1.04363
lFoot -0.197098 0.0571544 -0.123563 0.118024 0.0856779 -0.843372 0.517159 1.04363
rFoot -0.201492 0.027751 0.283913 0.816655 0.566572 0.0230244 0.10743 1.04363
head -0.100104 1.73199 0.125129 0.0677091 -0.697671 0.0642899 0.710308 1.04363
hip -0.216698 1.05901 0.273757 0.567505 0.799136 0.0312679 0.195811 1.04363
