tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
head 0.20201 1.69714 -0.177419 0.0179499 -0.687551 -0.0552648 0.723808 1.07077
hip 0.0129404 1.03091 -0.0307539 -0.714835 -0.687102 0.120331 0.049219 1.07077
lHand -0.0127437 1.3968 -1.14613 0.0963182 -0.001434 -0.630989 0.769788 1.07077
lForeArm -0.00165403 1.47012 -0.76538 0.454963 0.402027 -0.616871 0.500852 1.07077
rHand -0.0568874 1.43537 0.730511 0.606497 0.76529 -0.0895991 0.196122 1.07077
rForeArm -0.00915956 1.46683 0.360078 0.598113 0.473197 -0.254202 0.594749 1.07077
lFoot -0.018549 0.087057 -0.320511 0.0490686 0.138397 -0.851348 0.503633 1.07077
rFoot -0.0629705 0.037245 0.0235801 0.848193 0.508792 -0.0486372 0.139044 1.07077
head 0.203859 1.69554 -0.179435 0.0160491 -0.687228 -0.056844 0.724037 1.07077
hip 0.0122657 1.03061 -0.0325882 -0.71567 -0.686202 0.12066 0.0488289 1.07077
lHand -0.0128253 1.396 -1.14844 0.0957861 -0.000622439 -0.631448 0.769479 1.07077
lForeArm -0.000940084 1.4694 -0.767645 0.454741 0.401253 -0.618466 0.499706 1.07077
rHand -0.0554041 1.43435 0.727724 0.605732 0.766456 -0.0913673 0.193097 1.07077
rForeArm -0.00898695 1.46594 0.357534 0.598573 0.4724 -0.254863 0.594637 1.07077
lFoot -0.018311 0.0869067 -0.320514 0.0499715 0.137688 -0.851726 0.503097 1.07077
rFoot -0.0629555 0.0375491 0.0232949 0.848667 0.507842 -0.0497891 0.139216 1.07077
head 0.205558 1.69429 -0.181838 0.0146339 -0.686899 -0.0588567 0.724218 1.07077
hip 0.0113966 1.03034 -0.034301 -0.71638 -0.685797 0.119234 0.0475979 1.07077
lHand -0.0130987 1.39487 -1.15057 0.0949991 -0.000172633 -0.633678 0.767741 1.07077
lForeArm -7.86781e-05 1.46857 -0.770107 0.454631 0.400603 -0.619618 0.4989 1.07077
rHand -0.0545381 1.4335 0.725519 0.605101 0.767207 -0.0927108 0.191445 1.07077
rForeArm -0.00865769 1.46484 0.354774 0.59896 0.471805 -0.25541 0.594485 1.07077
lFoot -0.0185781 0.0863765 -0.320839 0.0505085 0.137146 -0.851011 0.504401 1.07077
rFoot -0.0627019 0.0378091 0.0231011 0.849094 0.506886 -0.0506511 0.139789 1.07077
head 0.207443 1.6931 -0.184119 0.0136285 -0.686777 -0.0603622 0.72423 1.07077
hip 0.0104358 1.03015 -0.0363221 -0.717195 -0.685372 0.117322 0.0461736 1.07077
lHand -0.0130661 1.39388 -1.15287 0.0943066 0.000345267 -0.635832 0.766045 1.07077
lForeArm 0.000641823 1.46776 -0.77246 0.45483 0.399847 -0.620944 0.497676 1.07077
rHand -0.0533183 1.43256 0.723064 0.603846 0.768659 -0.0940574 0.188909 1.07077
rForeArm -0.00821853 1.46374 0.351833 0.599376 0.471553 -0.256372 0.593851 1.07077
lFoot -0.0186813 0.0862576 -0.320806 0.0478572 0.13716 -0.851109 0.504491 1.07077
rFoot -0.0629768 0.0379908 0.0230069 0.849323 0.506147 -0.0511469 0.140887 1.07077
head 0.209613 1.6921 -0.186534 0.0136331 -0.686749 -0.0620941 0.724109 1.07077
hip 0.00940728 1.03025 -0.0380003 -0.71796 -0.685279 0.114134 0.0435832 1.07077
lHand -0.0131528 1.39297 -1.15561 0.093278 0.00077204 -0.637956 0.764403 1.07077
lForeArm 0.00150418 1.46713 -0.775253 0.455008 0.398338 -0.622737 0.496482 1.07077
rHand -0.0516132 1.43077 0.719863 0.605715 0.768051 -0.0943829 0.1852 1.07077
rForeArm -0.00784266 1.4627 0.348832 0.600005 0.470775 -0.257414 0.593383 1.07077
