tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lHand 0.0138283 1.43404 -0.9564 0.240937 -0.0568677 -0.560543 0.790257 1.04192
lForeArm -0.0362947 1.47593 -0.60268 0.445225 0.454339 -0.484949 0.600146 1.04192
rHand -0.0833099 1.50014 0.905095 0.666786 0.729859 -0.13057 0.0751918 1.04192
rForeArm -0.0713782 1.51023 0.535954 0.489864 0.548511 -0.418961 0.532579 1.04192
lFoot -0.0462092 0.00996804 -0.194983 0.114668 0.10334 -0.815854 0.557274 1.04192
rFoot -0.0612119 -0.00277042 0.166245 0.810174 0.562586 0.0178753 0.163694 1.04192
head 0.0548176 1.69759 -0.0321825 0.0851298 -0.692179 0.0636811 0.713853 1.04192
hip -0.0280989 1.02117 0.140563 0.76289 0.631242 0.0214107 0.13811 1.04192
lHand 0.0137979 1.43341 -0.956359 0.24021 -0.0578303 -0.560157 0.790683 1.04192
lForeArm -0.0363264 1.47562 -0.602592 0.445463 0.454067 -0.484714 0.600364 1.04192
rHand -0.083416 1.50006 0.904917 0.666533 0.729966 -0.131047 0.0755643 1.04192
rForeArm -0.0713137 1.51005 0.536 0.490078 0.548322 -0.419061 0.532498 1.04192
lFoot -0.046316 0.00979638 -0.195004 0.11498 0.103548 -0.815641 0.557482 1.04192
rFoot -0.0612998 -0.00291145 0.166126 0.810171 0.562587 0.0179094 0.163701 1.04192
head 0.05461 1.69748 -0.0322282 0.0851349 -0.692221 0.0635645 0.713822 1.04192
hip -0.0280745 1.0212 0.140702 0.762768 0.631339 0.0214975 0.138327 1.04192
lHand 0.0138699 1.43295 -0.956293 0.239569 -0.0583928 -0.559593 0.791235 1.04192
lForeArm -0.036388 1.47537 -0.60247 0.445462 0.454032 -0.48464 0.600451 1.04192
rHand -0.0833801 1.50001 0.905084 0.666061 0.730232 -0.131362 0.0766045 1.04192
rForeArm -0.0713429 1.50995 0.53609 0.490212 0.548404 -0.418884 0.532429 1.04192
lFoot -0.0462787 0.0097841 -0.194953 0.114977 0.103581 -0.815632 0.55749 1.04192
rFoot -0.0613018 -0.00292122 0.166131 0.810181 0.562576 0.0179597 0.163682 1.04192
head 0.0545219 1.69743 -0.0320787 0.0851739 -0.692243 0.0635151 0.7138 1.04192
hip -0.0279553 1.02118 0.140769 0.762476 0.631591 0.0217573 0.138744 1.04192
lHand 0.0135273 1.43261 -0.956215 0.239549 -0.0576093 -0.558467 0.792094 1.04192
lForeArm -0.0364547 1.47491 -0.60231 0.44495 0.454062 -0.484843 0.600645 1.04192
rHand -0.0833884 1.49996 0.905192 0.665495 0.730664 -0.131388 0.0773505 1.04192
rForeArm -0.0713667 1.50973 0.536208 0.489852 0.549456 -0.41832 0.53212 1.04192
lFoot -0.0462402 0.00977135 -0.1949 0.114975 0.103615 -0.815623 0.557499 1.04192
rFoot -0.0613041 -0.00293124 0.166136 0.810193 0.562564 0.0180111 0.163661 1.04192
head 0.054417 1.69739 -0.0319655 0.0849005 -0.692218 0.063582 0.713851 1.04192
hip -0.0280032 1.02117 0.140943 0.762335 0.63177 0.0213271 0.138768 1.04192
lHand 0.013186 1.43233 -0.956142 0.240107 -0.0567531 -0.558186 0.792185 1.04192
lForeArm -0.0364203 1.47452 -0.602153 0.444492 0.453833 -0.485292 0.600794 1.04192
rHand -0.0835077 1.49984 0.905346 0.665116 0.73095 -0.131327 0.0780187 1.04192
rForeArm -0.0714142 1.50956 0.536396 0.489242 0.550079 -0.418015 0.532277 1.04192
lFoot -0.0462027 0.00975907 -0.194849 0.114972 0.103649 -0.815613 0.557507 1.04192
rFoot -0.0613061 -0.00294113 0.166141 0.810203 0.562553 0.018061 0.163641 1.04192
head 0.0541404 1.69733 -0.0320475 0.0846723 -0.692209 0.0635327 0.713892 1.04192
hip -0.027987 1.02128 0.141104 0.762118 0.631993 0.0211517 0.138974 1.04192
lHand 0.0127339 1.43208 -0.956108 0.240555 -0.0551203 -0.557508 0.792641 1.04192
lForeArm -0.0366063 1.47426 -0.602201 0.444222 0.453328 -0.485897 0.600887 1.04192
rHand -0.0833926 1.49949 0.905476 0.665057 0.7311 -0.130844 0.0779194 1.04192
rForeArm -0.0715622 1.50946 0.536339 0.48869 0.550427 -0.417666 0.532697 1.04192
lFoot -0.0461653 0.00974667 -0.194798 0.114969 0.103682 -0.815604 0.557515 1.04192
rFoot -0.0612662 -0.00320542 0.166175 0.810203 0.562605 0.0178022 0.163494 1.04192
head 0.0540758 1.69733 -0.0318296 0.0843397 -0.692095 0.0634504 0.714048 1.04192
hip -0.0278671 1.02128 0.141231 0.761916 0.632185 0.0207336 0.139267 1.04192
lHand 0.0122178 1.43179 -0.956064 0.240885 -0.053755 -0.556424 0.793396 1.04192
lForeArm -0.0365505 1.47381 -0.601999 0.443782 0.452995 -0.486477 0.600993 1.04192
rHand -0.0833364 1.49898 0.905585 0.665159 0.731166 -0.130533 0.0769436 1.04192
rForeArm -0.0716107 1.50915 0.536402 0.488646 0.550474 -0.417669 0.532688 1.04192
lFoot -0.0458804 0.00961566 -0.194457 0.115116 0.104043 -0.815698 0.557279 1.04192
rFoot -0.0611627 -0.00323498 0.166118 0.810286 0.562498 0.0178206 0.163445 1.04192
head 0.0539893 1.69732 -0.0317681 0.084222 -0.691975 0.0632204 0.714199 1.04192
hip -0.0278192 1.02124 0.141268 0.761838 0.632272 0.0199722 0.139411 1.04192
lHand 0.0118256 1.43159 -0.956072 0.241425 -0.052576 -0.554995 0.794311 1.04192
lForeArm -0.0364832 1.47332 -0.602008 0.44335 0.452631 -0.486811 0.601316 1.04192
rHand -0.0831875 1.49819 0.905532 0.665271 0.731234 -0.130521 0.0753357 1.04192
rForeArm -0.0716525 1.50875 0.536386 0.488831 0.550415 -0.418055 0.532276 1.04192
lFoot -0.0451434 0.00969255 -0.195086 0.114471 0.103885 -0.816027 0.55696 1.04192
rFoot -0.0611601 -0.00322819 0.166195 0.810295 0.562526 0.0180003 0.163286 1.04192
head 0.0538485 1.69718 -0.0318656 0.0842144 -0.691976 0.0628303 0.714234 1.04192
hip -0.0276899 1.02122 0.141562 0.761512 0.632562 0.0192008 0.139989 1.04192
lHand 0.0114291 1.43137 -0.956194 0.24187 -0.0515856 -0.554394 0.79466 1.04192
lForeArm -0.0364585 1.4728 -0.602042 0.442676 0.452048 -0.487605 0.601608 1.04192
rHand -0.0826809 1.49749 0.905607 0.664661 0.731778 -0.131234 0.0741937 1.04192
rForeArm -0.0717257 1.50846 0.53638 0.48916 0.550131 -0.418923 0.531585 1.04192
lFoot -0.0451899 0.00954807 -0.195179 0.114993 0.104158 -0.815827 0.557095 1.04192
rFoot -0.062218 -0.0035578 0.166536 0.810346 0.562456 0.0180487 0.163268 1.04192
head 0.0538341 1.69718 -0.0318103 0.0844694 -0.691943 0.0624271 0.714271 1.04192
hip -0.0276101 1.02124 0.141703 0.76136 0.632714 0.0182894 0.14025 1.04192
lHand 0.0112166 1.43106 -0.956066 0.242651 -0.0499326 -0.553987 0.794812 1.04192
lForeArm -0.0364592 1.47224 -0.601844 0.44263 0.451398 -0.488723 0.601223 1.04192
rHand -0.0824416 1.49704 0.905657 0.664025 0.732281 -0.131871 0.0737886 1.04192
rForeArm -0.071828 1.50805 0.536429 0.488997 0.550816 -0.418013 0.531741 1.04192
lFoot -0.0461502 0.00955772 -0.194659 0.115529 0.104086 -0.815712 0.557166 1.04192
rFoot -0.0624313 -0.00326478 0.166401 0.810347 0.562575 0.0180495 0.162856 1.04192
head 0.053833 1.69721 -0.0318096 0.084931 -0.691885 0.0620493 0.714305 1.04192
hip -0.0275329 1.02131 0.141963 0.761275 0.632789 0.0173786 0.140487 1.04192
lHand 0.0111365 1.43087 -0.955751 0.242729 -0.0487469 -0.552798 0.795689 1.04192
lForeArm -0.0364802 1.47169 -0.601764 0.443112 0.450805 -0.489292 0.600849 1.04192
rHand -0.0821871 1.49657 0.905773 0.663707 0.73245 -0.132343 0.074131 1.04192
rForeArm -0.0717642 1.50772 0.536722 0.488541 0.551785 -0.417087 0.531883 1.04192
lFoot -0.0460525 0.00952804 -0.194602 0.115752 0.104211 -0.815689 0.557129 1.04192
rFoot -0.0625145 -0.00330055 0.166454 0.810405 0.562537 0.0180985 0.162691 1.04192
head 0.0537503 1.69713 -0.0319531 0.0852696 -0.691871 0.0619511 0.714286 1.04192
hip -0.0274359 1.02127 0.142209 0.760447 0.633559 0.0173735 0.141498 1.04192
lHand 0.0110229 1.4305 -0.955487 0.243018 -0.0480672 -0.550436 0.797277 1.04192
lForeArm -0.0366064 1.47098 -0.601646 0.444775 0.450192 -0.489709 0.599739 1.04192
rHand -0.082021 1.49584 0.90565 0.663745 0.73234 -0.132325 0.0748981 1.04192
rForeArm -0.0718602 1.50726 0.536767 0.488168 0.553019 -0.416054 0.531753 1.04192
lFoot -0.0469238 0.0107151 -0.19508 0.115973 0.10446 -0.815715 0.556999 1.04192
rFoot -0.0617155 -0.00349581 0.165874 0.810623 0.562371 0.0177494 0.162216 1.04192
head 0.053798 1.69715 -0.0319171 0.08544 -0.69189 0.0617055 0.714269 1.04192
hip -0.0273107 1.0212 0.142222 0.760422 0.633587 0.0163068 0.141631 1.04192
lHand 0.0112076 1.43009 -0.9556 0.242251 -0.0486533 -0.544372 0.801628 1.04192
lForeArm -0.0367523 1.47021 -0.601536 0.445882 0.449922 -0.489877 0.598983 1.04192
rHand -0.0817981 1.49517 0.905693 0.663205 0.732783 -0.132262 0.0754693 1.04192
rForeArm -0.0717614 1.50675 0.536814 0.487896 0.553975 -0.415017 0.531818 1.04192
lFoot -0.0469422 0.0107837 -0.195038 0.116087 0.104523 -0.815764 0.556892 1.04192
rFoot -0.0617633 -0.0038954 0.166328 0.81051 0.562672 0.0176167 0.161755 1.04192
head 0.0538214 1.69714 -0.0319636 0.0854492 -0.691881 0.0615307 0.714292 1.04192
hip -0.0272512 1.02115 0.142417 0.760017 0.634053 0.015981 0.14176 1.04192
lHand 0.0112967 1.42957 -0.95556 0.242459 -0.0488617 -0.538191 0.805715 1.04192
